00FR               20251118                                                                                   
0601FRH7N       20260101002260100000005000 0700000000001338   
0601FRH7N       20260101002265100000005000 0700000000001342   
0601FRH7N       20260101002270100000005000 0700000000001347   
0601FRH7N       20260101002275100000005000 0700000000001351   
0601FRH7N       20260101002280100000005000 0700000000001355   
0601FRH7N       20260101002285100000005000 0700000000001359   
0601FRH7N       20260101002290100000005000 0700000000001364   
0601FRH7N       20260101002295100000005000 0700000000001367   
0601FRH7N       20260101002300100000005000 0700000000001371   
0601FRH7N       20260101002305100000005000 0700000000001376   
0601FRH7N       20260101002310100000005000 0700000000001380   
0601FRH7N       20260101002315100000005000 0700000000001384   
0601FRH7N       20260101002320100000005000 0700000000001389   
0601FRH7N       20260101002325100000005000 0700000000001392   
0601FRH7N       20260101002330100000005000 0700000000001396   
0601FRH7N       20260101002335100000005000 0700000000001399   
0601FRH7N       20260101002340100000005000 0700000000001404   
0601FRH7N       20260101002345100000005000 0700000000001408   
0601FRH7N       20260101002350100000005000 0700000000001412   
0601FRH7N       20260101002355100000005000 0700000000001417   
0601FRH7N       20260101002360100000005000 0700000000001420   
0601FRH7N       20260101002365100000005000 0700000000001424   
0601FRH7N       20260101002370100000005000 0700000000001428   
0601FRH7N       20260101002375100000005000 0700000000001433   
0601FRH7N       20260101002380100000005000 0700000000001436   
0601FRH7N       20260101002385100000005000 0700000000001440   
0601FRH7N       20260101002390100000005000 0700000000001444   
0601FRH7N       20260101002395100000005000 0700000000001448   
0601FRH7N       20260101002400100000005000 0700000000001452   
0601FRH7N       20260101002405100000005000 0700000000001456   
0601FRH7N       20260101002410100000005000 0700000000001460   
0601FRH7N       20260101002415100000005000 0700000000001463   
0601FRH7N       20260101002420100000005000 0700000000001467   
0601FRH7N       20260101002425100000005000 0700000000001471   
0601FRH7N       20260101002430100000005000 0700000000001475   
0601FRH7N       20260101002435100000005000 0700000000001478   
0601FRH7N       20260101002440100000005000 0700000000001483   
0601FRH7N       20260101002445100000005000 0700000000001487   
0601FRH7N       20260101002450100000005000 0700000000001490   
0601FRH7N       20260101002455100000005000 0700000000001494   
0601FRH7N       20260101002460100000005000 0700000000001498   
0601FRH7N       20260101002465100000005000 0700000000001502   
0601FRH7N       20260101002470100000005000 0700000000001505   
0601FRH7N       20260101002475100000005000 0700000000001510   
0601FRH7N       20260101002480100000005000 0700000000001513   
0601FRH7N       20260101002485100000005000 0700000000001517   
0601FRH7N       20260101002490100000005000 0700000000001521   
0601FRH7N       20260101002495100000005000 0700000000001524   
0601FRH7N       20260101002500100000005000 0700000000001528   
0601FRH7N       20260101002505100000005000 0700000000001531   
0601FRH7N       20260101002510100000005000 0700000000001536   
0601FRH7N       20260101002515100000005000 0700000000001539   
0601FRH7N       20260101002520100000005000 0700000000001542   
0601FRH7N       20260101002525100000005000 0700000000001546   
0601FRH7N       20260101002530100000005000 0700000000001550   
0601FRH7N       20260101002535100000005000 0700000000001554   
0601FRH7N       20260101002540100000005000 0700000000001557   
0601FRH7N       20260101002545100000005000 0700000000001562   
0601FRH7N       20260101002550100000005000 0700000000001565   
0601FRH7N       20260101002555100000005000 0700000000001568   
0601FRH7N       20260101002560100000005000 0700000000001573   
0601FRH7N       20260101002565100000005000 0700000000001576   
0601FRH7N       20260101002570100000005000 0700000000001579   
0601FRH7N       20260101002575100000005000 0700000000001583   
0601FRH7N       20260101002580100000005000 0700000000001587   
0601FRH7N       20260101002585100000005000 0700000000001590   
0601FRH7N       20260101002590100000005000 0700000000001593   
0601FRH7N       20260101002595100000005000 0700000000001597   
0601FRH7N       20260101002600100000005000 0700000000001601   
0601FRH7N       20260101002605100000005000 0700000000001604   
0601FRH7N       20260101002610100000005000 0700000000001608   
0601FRH7N       20260101002615100000005000 0700000000001612   
0601FRH7N       20260101002620100000005000 0700000000001615   
0601FRH7N       20260101002625100000005000 0700000000001618   
0601FRH7N       20260101002630100000005000 0700000000001622   
0601FRH7N       20260101002635100000005000 0700000000001625   
0601FRH7N       20260101002640100000005000 0700000000001629   
0601FRH7N       20260101002645100000005000 0700000000001633   
0601FRH7N       20260101002650100000005000 0700000000001636   
0601FRH7N       20260101002655100000005000 0700000000001639   
0601FRH7N       20260101002660100000005000 0700000000001642   
0601FRH7N       20260101002665100000005000 0700000000001646   
0601FRH7N       20260101002670100000005000 0700000000001650   
0601FRH7N       20260101002675100000005000 0700000000001653   
0601FRH7N       20260101002680100000005000 0700000000001657   
0601FRH7N       20260101002685100000005000 0700000000001660   
0601FRH7N       20260101002690100000005000 0700000000001663   
0601FRH7N       20260101002695100000005000 0700000000001666   
0601FRH7N       20260101002700100000005000 0700000000001670   
0601FRH7N       20260101002705100000005000 0700000000001673   
0601FRH7N       20260101002710100000005000 0700000000001676   
0601FRH7N       20260101002715100000005000 0700000000001680   
0601FRH7N       20260101002720100000005000 0700000000001683   
0601FRH7N       20260101002725100000005000 0700000000001686   
0601FRH7N       20260101002730100000005000 0700000000001689   
0601FRH7N       20260101002735100000005000 0700000000001692   
0601FRH7N       20260101002740100000005000 0700000000001695   
0601FRH7N       20260101002745100000005000 0700000000001698   
0601FRH7N       20260101002750100000005000 0700000000001702   
0601FRH7N       20260101002755100000005000 0700000000001705   
0601FRH7N       20260101002760100000005000 0700000000001708   
0601FRH7N       20260101002765100000005000 0700000000001712   
0601FRH7N       20260101002770100000005000 0700000000001715   
0601FRH7N       20260101002775100000005000 0700000000001718   
0601FRH7N       20260101002780100000005000 0700000000001721   
0601FRH7N       20260101002785100000005000 0700000000001725   
0601FRH7N       20260101002790100000005000 0700000000001727   
0601FRH7N       20260101002795100000005000 0700000000001730   
0601FRH7N       20260101002800100000005000 0700000000001734   
0601FRH7N       20260101002805100000005000 0700000000001737   
0601FRH7N       20260101002810100000005000 0700000000001740   
0601FRH7N       20260101002815100000005000 0700000000001744   
0601FRH7N       20260101002820100000005000 0700000000001746   
0601FRH7N       20260101002825100000005000 0700000000001749   
0601FRH7N       20260101002830100000005000 0700000000001752   
0601FRH7N       20260101002835100000005000 0700000000001756   
0601FRH7N       20260101002840100000005000 0700000000001759   
0601FRH7N       20260101002845100000005000 0700000000001761   
0601FRH7N       20260101002850100000005000 0700000000001765   
0601FRH7N       20260101002855100000005000 0700000000001768   
0601FRH7N       20260101002860100000005000 0700000000001771   
0601FRH7N       20260101002865100000005000 0700000000001774   
0601FRH7N       20260101002870100000005000 0700000000001778   
0601FRH7N       20260101002875100000005000 0700000000001780   
0601FRH7N       20260101002880100000005000 0700000000001783   
0601FRH7N       20260101002885100000005000 0700000000001787   
0601FRH7N       20260101002890100000005000 0700000000001790   
0601FRH7N       20260101002895100000005000 0700000000001792   
0601FRH7N       20260101002900100000005000 0700000000001795   
0601FRH7N       20260101002905100000005000 0700000000001799   
0601FRH7N       20260101002910100000005000 0700000000001802   
0601FRH7N       20260101002915100000005000 0700000000001804   
0601FRH7N       20260101002920100000005000 0700000000001808   
0601FRH7N       20260101002925100000005000 0700000000001811   
0601FRH7N       20260101002930100000005000 0700000000001813   
0601FRH7N       20260101002935100000005000 0700000000001817   
0601FRH7N       20260101002940100000005000 0700000000001820   
0601FRH7N       20260101002945100000005000 0700000000001822   
0601FRH7N       20260101002950100000005000 0700000000001825   
0601FRH7N       20260101002955100000005000 0700000000001829   
0601FRH7N       20260101002960100000005000 0700000000001831   
0601FRH7N       20260101002965100000005000 0700000000001834   
0601FRH7N       20260101002970100000005000 0700000000001838   
0601FRH7N       20260101002975100000005000 0700000000001840   
0601FRH7N       20260101002980100000005000 0700000000001843   
0601FRH7N       20260101002985100000005000 0700000000001846   
0601FRH7N       20260101002990100000005000 0700000000001849   
0601FRH7N       20260101002995100000005000 0700000000001852   
0601FRH7N       20260101003000100000005000 0700000000001855   
0601FRH7N       20260101003005100000005000 0700000000001858   
0601FRH7N       20260101003010100000005000 0700000000001861   
0601FRH7N       20260101003015100000005000 0700000000001863   
0601FRH7N       20260101003020100000005000 0700000000001866   
0601FRH7N       20260101003025100000005000 0700000000001870   
0601FRH7N       20260101003030100000005000 0700000000001872   
0601FRH7N       20260101003035100000005000 0700000000001875   
0601FRH7N       20260101003040100000005000 0700000000001879   
0601FRH7N       20260101003045100000005000 0700000000001881   
0601FRH7N       20260101003050100000005000 0700000000001884   
0601FRH7N       20260101003055100000005000 0700000000001887   
0601FRH7N       20260101003060100000005000 0700000000001890   
0601FRH7N       20260101003065100000005000 0700000000001893   
0601FRH7N       20260101003070100000005000 0700000000001895   
0601FRH7N       20260101003075100000005000 0700000000001898   
0601FRH7N       20260101003080100000005000 0700000000001901   
0601FRH7N       20260101003085100000005000 0700000000001904   
0601FRH7N       20260101003090100000005000 0700000000001907   
0601FRH7N       20260101003095100000005000 0700000000001910   
0601FRH7N       20260101003100100000005000 0700000000001912   
0601FRH7N       20260101003105100000005000 0700000000001915   
0601FRH7N       20260101003110100000005000 0700000000001918   
0601FRH7N       20260101003115100000005000 0700000000001921   
0601FRH7N       20260101003120100000005000 0700000000001923   
0601FRH7N       20260101003125100000005000 0700000000001927   
0601FRH7N       20260101003130100000005000 0700000000001929   
0601FRH7N       20260101003135100000005000 0700000000001932   
0601FRH7N       20260101003140100000005000 0700000000001935   
0601FRH7N       20260101003145100000005000 0700000000001938   
0601FRH7N       20260101003150100000005000 0700000000001940   
0601FRH7N       20260101003155100000005000 0700000000001943   
0601FRH7N       20260101003160100000005000 0700000000001946   
0601FRH7N       20260101003165100000005000 0700000000001949   
0601FRH7N       20260101003170100000005000 0700000000001951   
0601FRH7N       20260101003175100000005000 0700000000001954   
0601FRH7N       20260101003180100000005000 0700000000001957   
0601FRH7N       20260101003185100000005000 0700000000001959   
0601FRH7N       20260101003190100000005000 0700000000001962   
0601FRH7N       20260101003195100000005000 0700000000001965   
0601FRH7N       20260101003200100000005000 0700000000001967   
0601FRH7N       20260101003205100000005000 0700000000001970   
0601FRH7N       20260101003210100000005000 0700000000001973   
0601FRH7N       20260101003215100000005000 0700000000001976   
0601FRH7N       20260101003220100000005000 0700000000001978   
0601FRH7N       20260101003225100000005000 0700000000001980   
0601FRH7N       20260101003230100000005000 0700000000001984   
0601FRH7N       20260101003235100000005000 0700000000001986   
0601FRH7N       20260101003240100000005000 0700000000001988   
0601FRH7N       20260101003245100000005000 0700000000001992   
0601FRH7N       20260101003250100000005000 0700000000001994   
0601FRH7N       20260101003255100000005000 0700000000001996   
0601FRH7N       20260101003260100000005000 0700000000001999   
0601FRH7N       20260101003265100000005000 0700000000002002   
0601FRH7N       20260101003270100000005000 0700000000002004   
0601FRH7N       20260101003275100000005000 0700000000002007   
0601FRH7N       20260101003280100000005000 0700000000002010   
0601FRH7N       20260101003285100000005000 0700000000002012   
0601FRH7N       20260101003290100000005000 0700000000002015   
0601FRH7N       20260101003295100000005000 0700000000002018   
0601FRH7N       20260101003300100000005000 0700000000002020   
0601FRH7N       20260101003305100000005000 0700000000002023   
0601FRH7N       20260101003310100000005000 0700000000002025   
0601FRH7N       20260101003315100000005000 0700000000002028   
0601FRH7N       20260101003320100000005000 0700000000002030   
0601FRH7N       20260101003325100000005000 0700000000002032   
0601FRH7N       20260101003330100000005000 0700000000002035   
0601FRH7N       20260101003335100000005000 0700000000002038   
0601FRH7N       20260101003340100000005000 0700000000002040   
0601FRH7N       20260101003345100000005000 0700000000002043   
0601FRH7N       20260101003350100000005000 0700000000002046   
0601FRH7N       20260101003355100000005000 0700000000002048   
0601FRH7N       20260101003360100000005000 0700000000002050   
0601FRH7N       20260101003365100000005000 0700000000002054   
0601FRH7N       20260101003370100000005000 0700000000002056   
0601FRH7N       20260101003375100000005000 0700000000002058   
0601FRH7N       20260101003380100000005000 0700000000002061   
0601FRH7N       20260101003385100000005000 0700000000002063   
0601FRH7N       20260101003390100000005000 0700000000002066   
0601FRH7N       20260101003395100000005000 0700000000002068   
0601FRH7N       20260101003400100000005000 0700000000002071   
0601FRH7N       20260101003405100000005000 0700000000002074   
0601FRH7N       20260101003410100000005000 0700000000002076   
0601FRH7N       20260101003415100000005000 0700000000002078   
0601FRH7N       20260101003420100000005000 0700000000002081   
0601FRH7N       20260101003425100000005000 0700000000002083   
0601FRH7N       20260101003430100000005000 0700000000002086   
0601FRH7N       20260101003435100000005000 0700000000002089   
0601FRH7N       20260101003440100000005000 0700000000002091   
0601FRH7N       20260101003445100000005000 0700000000002093   
0601FRH7N       20260101003450100000005000 0700000000002096   
0601FRH7N       20260101003455100000005000 0700000000002098   
0601FRH7N       20260101003460100000005000 0700000000002101   
0601FRH7N       20260101003465100000005000 0700000000002103   
0601FRH7N       20260101003470100000005000 0700000000002106   
0601FRH7N       20260101003475100000005000 0700000000002108   
0601FRH7N       20260101003480100000005000 0700000000002110   
0601FRH7N       20260101003485100000005000 0700000000002113   
0601FRH7N       20260101003490100000005000 0700000000002116   
0601FRH7N       20260101003495100000005000 0700000000002118   
0601FRH7N       20260101003500100000005000 0700000000002120   
0601FRH7N       20260101003505100000005000 0700000000002123   
0601FRH7N       20260101003510100000005000 0700000000002125   
0601FRH7N       20260101003515100000005000 0700000000002127   
0601FRH7N       20260101003520100000005000 0700000000002131   
0601FRH7N       20260101003525100000005000 0700000000002132   
0601FRH7N       20260101003530100000005000 0700000000002135   
0601FRH7N       20260101003535100000005000 0700000000002138   
0601FRH7N       20260101003540100000005000 0700000000002140   
0601FRH7N       20260101003545100000005000 0700000000002142   
0601FRH7N       20260101003550100000005000 0700000000002144   
0601FRH7N       20260101003555100000005000 0700000000002147   
0601FRH7N       20260101003560100000005000 0700000000002149   
0601FRH7N       20260101003565100000005000 0700000000002151   
0601FRH7N       20260101003570100000005000 0700000000002154   
0601FRH7N       20260101003575100000005000 0700000000002157   
0601FRH7N       20260101003580100000005000 0700000000002159   
0601FRH7N       20260101003585100000005000 0700000000002161   
0601FRH7N       20260101003590100000005000 0700000000002164   
0601FRH7N       20260101003595100000005000 0700000000002166   
0601FRH7N       20260101003600100000005000 0700000000002168   
0601FRH7N       20260101003605100000005000 0700000000002171   
0601FRH7N       20260101003610100000005000 0700000000002173   
0601FRH7N       20260101003615100000005000 0700000000002175   
0601FRH7N       20260101003620100000005000 0700000000002178   
0601FRH7N       20260101003625100000005000 0700000000002180   
0601FRH7N       20260101003630100000005000 0700000000002183   
0601FRH7N       20260101003635100000005000 0700000000002185   
0601FRH7N       20260101003640100000005000 0700000000002188   
0601FRH7N       20260101003645100000005000 0700000000002190   
0601FRH7N       20260101003650100000005000 0700000000002192   
0601FRH7N       20260101003655100000005000 0700000000002194   
0601FRH7N       20260101003660100000005000 0700000000002197   
0601FRH7N       20260101003665100000005000 0700000000002199   
0601FRH7N       20260101003670100000005000 0700000000002201   
0601FRH7N       20260101003675100000005000 0700000000002204   
0601FRH7N       20260101003680100000005000 0700000000002206   
0601FRH7N       20260101003685100000005000 0700000000002208   
0601FRH7N       20260101003690100000005000 0700000000002211   
0601FRH7N       20260101003695100000005000 0700000000002213   
0601FRH7N       20260101003700100000005000 0700000000002215   
0601FRH7N       20260101003705100000005000 0700000000002216   
0601FRH7N       20260101003710100000005000 0700000000002219   
0601FRH7N       20260101003715100000005000 0700000000002221   
0601FRH7N       20260101003720100000005000 0700000000002223   
0601FRH7N       20260101003725100000005000 0700000000002225   
0601FRH7N       20260101003730100000005000 0700000000002227   
0601FRH7N       20260101003735100000005000 0700000000002229   
0601FRH7N       20260101003740100000005000 0700000000002231   
0601FRH7N       20260101003745100000005000 0700000000002234   
0601FRH7N       20260101003750100000005000 0700000000002235   
0601FRH7N       20260101003755100000005000 0700000000002237   
0601FRH7N       20260101003760100000005000 0700000000002240   
0601FRH7N       20260101003765100000005000 0700000000002241   
0601FRH7N       20260101003770100000005000 0700000000002243   
0601FRH7N       20260101003775100000005000 0700000000002246   
0601FRH7N       20260101003780100000005000 0700000000002248   
0601FRH7N       20260101003785100000005000 0700000000002250   
0601FRH7N       20260101003790100000005000 0700000000002251   
0601FRH7N       20260101003795100000005000 0700000000002254   
0601FRH7N       20260101003800100000005000 0700000000002256   
0601FRH7N       20260101003805100000005000 0700000000002257   
0601FRH7N       20260101003810100000005000 0700000000002260   
0601FRH7N       20260101003815100000005000 0700000000002262   
0601FRH7N       20260101003820100000005000 0700000000002264   
0601FRH7N       20260101003825100000005000 0700000000002266   
0601FRH7N       20260101003830100000005000 0700000000002268   
0601FRH7N       20260101003835100000005000 0700000000002270   
0601FRH7N       20260101003840100000005000 0700000000002272   
0601FRH7N       20260101003845100000005000 0700000000002274   
0601FRH7N       20260101003850100000005000 0700000000002276   
0601FRH7N       20260101003855100000005000 0700000000002278   
0601FRH7N       20260101003860100000005000 0700000000002280   
0601FRH7N       20260101003865100000005000 0700000000002282   
0601FRH7N       20260101003870100000005000 0700000000002284   
0601FRH7N       20260101003875100000005000 0700000000002285   
0601FRH7N       20260101003880100000005000 0700000000002288   
0601FRH7N       20260101003885100000005000 0700000000002290   
0601FRH7N       20260101003890100000005000 0700000000002291   
0601FRH7N       20260101003895100000005000 0700000000002294   
0601FRH7N       20260101003900100000005000 0700000000002296   
0601FRH7N       20260101003905100000005000 0700000000002297   
0601FRH7N       20260101003910100000005000 0700000000002299   
0601FRH7N       20260101003915100000005000 0700000000002302   
0601FRH7N       20260101003920100000005000 0700000000002303   
0601FRH7N       20260101003925100000005000 0700000000002305   
0601FRH7N       20260101003930100000005000 0700000000002308   
0601FRH7N       20260101003935100000005000 0700000000002309   
0601FRH7N       20260101003940100000005000 0700000000002311   
0601FRH7N       20260101003945100000005000 0700000000002314   
0601FRH7N       20260101003950100000005000 0700000000002315   
0601FRH7N       20260101003955100000005000 0700000000002317   
0601FRH7N       20260101003960100000005000 0700000000002319   
0601FRH7N       20260101003965100000005000 0700000000002321   
0601FRH7N       20260101003970100000005000 0700000000002323   
0601FRH7N       20260101003975100000005000 0700000000002325   
0601FRH7N       20260101003980100000005000 0700000000002327   
0601FRH7N       20260101003985100000005000 0700000000002329   
0601FRH7N       20260101003990100000005000 0700000000002330   
0601FRH7N       20260101003995100000005000 0700000000002332   
0601FRH7N       20260101004000100000005000 0700000000002335   
0601FRH7N       20260101004005100000005000 0700000000002336   
0601FRH7N       20260101004010100000005000 0700000000002338   
0601FRH7N       20260101004015100000005000 0700000000002341   
0601FRH7N       20260101004020100000005000 0700000000002342   
0601FRH7N       20260101004025100000005000 0700000000002344   
0601FRH7N       20260101004030100000005000 0700000000002346   
0601FRH7N       20260101004035100000005000 0700000000002348   
0601FRH7N       20260101004040100000005000 0700000000002350   
0601FRH7N       20260101004045100000005000 0700000000002351   
0601FRH7N       20260101004050100000005000 0700000000002354   
0601FRH7N       20260101004055100000005000 0700000000002356   
0601FRH7N       20260101004060100000005000 0700000000002357   
0601FRH7N       20260101004065100000005000 0700000000002359   
0601FRH7N       20260101004070100000005000 0700000000002361   
0601FRH7N       20260101004075100000005000 0700000000002363   
0601FRH7N       20260101004080100000005000 0700000000002365   
0601FRH7N       20260101004085100000005000 0700000000002367   
0601FRH7N       20260101004090100000005000 0700000000002369   
0601FRH7N       20260101004095100000005000 0700000000002370   
0601FRH7N       20260101004100100000005000 0700000000002373   
0601FRH7N       20260101004105100000005000 0700000000002374   
0601FRH7N       20260101004110100000005000 0700000000002376   
0601FRH7N       20260101004115100000005000 0700000000002378   
0601FRH7N       20260101004120100000005000 0700000000002380   
0601FRH7N       20260101004125100000005000 0700000000002382   
0601FRH7N       20260101004130100000005000 0700000000002383   
0601FRH7N       20260101004135100000005000 0700000000002386   
0601FRH7N       20260101004140100000005000 0700000000002388   
0601FRH7N       20260101004145100000005000 0700000000002389   
0601FRH7N       20260101004150100000005000 0700000000002391   
0601FRH7N       20260101004155100000005000 0700000000002393   
0601FRH7N       20260101004160100000005000 0700000000002395   
0601FRH7N       20260101004165100000005000 0700000000002396   
0601FRH7N       20260101004170100000005000 0700000000002398   
0601FRH7N       20260101004175100000005000 0700000000002399   
0601FRH7N       20260101004180100000005000 0700000000002401   
0601FRH7N       20260101004185100000005000 0700000000002403   
0601FRH7N       20260101004190100000005000 0700000000002404   
0601FRH7N       20260101004195100000005000 0700000000002406   
0601FRH7N       20260101004200100000005000 0700000000002407   
0601FRH7N       20260101004205100000005000 0700000000002409   
0601FRH7N       20260101004210100000005000 0700000000002410   
0601FRH7N       20260101004215100000005000 0700000000002412   
0601FRH7N       20260101004220100000005000 0700000000002414   
0601FRH7N       20260101004225100000005000 0700000000002415   
0601FRH7N       20260101004230100000005000 0700000000002416   
0601FRH7N       20260101004235100000005000 0700000000002418   
0601FRH7N       20260101004240100000005000 0700000000002420   
0601FRH7N       20260101004245100000005000 0700000000002421   
0601FRH7N       20260101004250100000005000 0700000000002422   
0601FRH7N       20260101004255100000005000 0700000000002425   
0601FRH7N       20260101004260100000005000 0700000000002426   
0601FRH7N       20260101004265100000005000 0700000000002427   
0601FRH7N       20260101004270100000005000 0700000000002428   
0601FRH7N       20260101004275100000005000 0700000000002430   
0601FRH7N       20260101004280100000005000 0700000000002432   
0601FRH7N       20260101004285100000005000 0700000000002433   
0601FRH7N       20260101004290100000005000 0700000000002435   
0601FRH7N       20260101004295100000005000 0700000000002436   
0601FRH7N       20260101004300100000005000 0700000000002438   
0601FRH7N       20260101004305100000005000 0700000000002439   
0601FRH7N       20260101004310100000005000 0700000000002441   
0601FRH7N       20260101004315100000005000 0700000000002442   
0601FRH7N       20260101004320100000005000 0700000000002444   
0601FRH7N       20260101004325100000005000 0700000000002446   
0601FRH7N       20260101004330100000005000 0700000000002447   
0601FRH7N       20260101004335100000005000 0700000000002448   
0601FRH7N       20260101004340100000005000 0700000000002450   
0601FRH7N       20260101004345100000005000 0700000000002451   
0601FRH7N       20260101004350100000005000 0700000000002453   
0601FRH7N       20260101004355100000005000 0700000000002454   
0601FRH7N       20260101004360100000005000 0700000000002456   
0601FRH7N       20260101004365100000005000 0700000000002457   
0601FRH7N       20260101004370100000005000 0700000000002458   
0601FRH7N       20260101004375100000005000 0700000000002461   
0601FRH7N       20260101004380100000005000 0700000000002462   
0601FRH7N       20260101004385100000005000 0700000000002463   
0601FRH7N       20260101004390100000005000 0700000000002465   
0601FRH7N       20260101004395100000005000 0700000000002466   
0601FRH7N       20260101004400100000005000 0700000000002468   
0601FRH7N       20260101004405100000005000 0700000000002469   
0601FRH7N       20260101004410100000005000 0700000000002471   
0601FRH7N       20260101004415100000005000 0700000000002472   
0601FRH7N       20260101004420100000005000 0700000000002473   
0601FRH7N       20260101004425100000005000 0700000000002475   
0601FRH7N       20260101004430100000005000 0700000000002477   
0601FRH7N       20260101004435100000005000 0700000000002478   
0601FRH7N       20260101004440100000005000 0700000000002479   
0601FRH7N       20260101004445100000005000 0700000000002481   
0601FRH7N       20260101004450100000005000 0700000000002482   
0601FRH7N       20260101004455100000005000 0700000000002483   
0601FRH7N       20260101004460100000005000 0700000000002485   
0601FRH7N       20260101004465100000005000 0700000000002487   
0601FRH7N       20260101004470100000005000 0700000000002488   
0601FRH7N       20260101004475100000005000 0700000000002489   
0601FRH7N       20260101004480100000005000 0700000000002491   
0601FRH7N       20260101004485100000005000 0700000000002492   
0601FRH7N       20260101004490100000005000 0700000000002494   
0601FRH7N       20260101004495100000005000 0700000000002496   
0601FRH7N       20260101004500100000005000 0700000000002497   
0601FRH7N       20260101004505100000005000 0700000000002498   
0601FRH7N       20260101004510100000005000 0700000000002500   
0601FRH7N       20260101004515100000005000 0700000000002501   
0601FRH7N       20260101004520100000005000 0700000000002502   
0601FRH7N       20260101004525100000005000 0700000000002503   
0601FRH7N       20260101004530100000005000 0700000000002505   
0601FRH7N       20260101004535100000005000 0700000000002507   
0601FRH7N       20260101004540100000005000 0700000000002508   
0601FRH7N       20260101004545100000005000 0700000000002510   
0601FRH7N       20260101004550100000005000 0700000000002511   
0601FRH7N       20260101004555100000005000 0700000000002512   
0601FRH7N       20260101004560100000005000 0700000000002513   
0601FRH7N       20260101004565100000005000 0700000000002515   
0601FRH7N       20260101004570100000005000 0700000000002517   
0601FRH7N       20260101004575100000005000 0700000000002518   
0601FRH7N       20260101004580100000005000 0700000000002520   
0601FRH7N       20260101004585100000005000 0700000000002521   
0601FRH7N       20260101004590100000005000 0700000000002522   
0601FRH7N       20260101004595100000005000 0700000000002523   
0601FRH7N       20260101004600100000005000 0700000000002525   
0601FRH7N       20260101004605100000005000 0700000000002526   
0601FRH7N       20260101004610100000005000 0700000000002527   
0601FRH7N       20260101004615100000005000 0700000000002529   
0601FRH7N       20260101004620100000005000 0700000000002531   
0601FRH7N       20260101004625100000005000 0700000000002532   
0601FRH7N       20260101004630100000005000 0700000000002533   
0601FRH7N       20260101004635100000005000 0700000000002535   
0601FRH7N       20260101004640100000005000 0700000000002536   
0601FRH7N       20260101004645100000005000 0700000000002537   
0601FRH7N       20260101004650100000005000 0700000000002539   
0601FRH7N       20260101004655100000005000 0700000000002540   
0601FRH7N       20260101004660100000005000 0700000000002541   
0601FRH7N       20260101004665100000005000 0700000000002542   
0601FRH7N       20260101004670100000005000 0700000000002543   
0601FRH7N       20260101004675100000005000 0700000000002543   
0601FRH7N       20260101004680100000005000 0700000000002544   
0601FRH7N       20260101004685100000005000 0700000000002545   
0601FRH7N       20260101004690100000005000 0700000000002546   
0601FRH7N       20260101004695100000005000 0700000000002547   
0601FRH7N       20260101004700100000005000 0700000000002548   
0601FRH7N       20260101004705100000005000 0700000000002549   
0601FRH7N       20260101004710100000005000 0700000000002549   
0601FRH7N       20260101004715100000005000 0700000000002550   
0601FRH7N       20260101004720100000005000 0700000000002551   
0601FRH7N       20260101004725100000005000 0700000000002552   
0601FRH7N       20260101004730100000005000 0700000000002552   
0601FRH7N       20260101004735100000005000 0700000000002554   
0601FRH7N       20260101004740100000005000 0700000000002554   
0601FRH7N       20260101004745100000005000 0700000000002555   
0601FRH7N       20260101004750100000005000 0700000000002556   
0601FRH7N       20260101004755100000005000 0700000000002557   
0601FRH7N       20260101004760100000005000 0700000000002557   
0601FRH7N       20260101004765100000005000 0700000000002558   
0601FRH7N       20260101004770100000005000 0700000000002559   
0601FRH7N       20260101004775100000005000 0700000000002560   
0601FRH7N       20260101004780100000005000 0700000000002560   
0601FRH7N       20260101004785100000005000 0700000000002561   
0601FRH7N       20260101004790100000005000 0700000000002562   
0601FRH7N       20260101004795100000005000 0700000000002563   
0601FRH7N       20260101004800100000005000 0700000000002564   
0601FRH7N       20260101004805100000005000 0700000000002565   
0601FRH7N       20260101004810100000005000 0700000000002565   
0601FRH7N       20260101004815100000005000 0700000000002566   
0601FRH7N       20260101004820100000005000 0700000000002567   
0601FRH7N       20260101004825100000005000 0700000000002568   
0601FRH7N       20260101004830100000005000 0700000000002568   
0601FRH7N       20260101004835100000005000 0700000000002569   
0601FRH7N       20260101004840100000005000 0700000000002570   
0601FRH7N       20260101004845100000005000 0700000000002571   
0601FRH7N       20260101004850100000005000 0700000000002571   
0601FRH7N       20260101004855100000005000 0700000000002573   
0601FRH7N       20260101004860100000005000 0700000000002573   
0601FRH7N       20260101004865100000005000 0700000000002574   
0601FRH7N       20260101004870100000005000 0700000000002575   
0601FRH7N       20260101004875100000005000 0700000000002576   
0601FRH7N       20260101004880100000005000 0700000000002576   
0601FRH7N       20260101004885100000005000 0700000000002577   
0601FRH7N       20260101004890100000005000 0700000000002578   
0601FRH7N       20260101004895100000005000 0700000000002579   
0601FRH7N       20260101004900100000005000 0700000000002579   
0601FRH7N       20260101004905100000005000 0700000000002580   
0601FRH7N       20260101004910100000005000 0700000000002581   
0601FRH7N       20260101004915100000005000 0700000000002582   
0601FRH7N       20260101004920100000005000 0700000000002582   
0601FRH7N       20260101004925100000005000 0700000000002583   
0601FRH7N       20260101004930100000005000 0700000000002584   
0601FRH7N       20260101004935100000005000 0700000000002584   
0601FRH7N       20260101004940100000005000 0700000000002586   
