00FR               20251118                                                                                   
0601FRA0N       20260101002670100000005000 0000000000002746   
0601FRA0N       20260101002675100000005000 0000000000002747   
0601FRA0N       20260101002680100000005000 0000000000002748   
0601FRA0N       20260101002685100000005000 0000000000002750   
0601FRA0N       20260101002690100000005000 0000000000002750   
0601FRA0N       20260101002695100000005000 0000000000002751   
0601FRA0N       20260101002700100000005000 0000000000002753   
0601FRA0N       20260101002705100000005000 0000000000002754   
0601FRA0N       20260101002710100000005000 0000000000002755   
0601FRA0N       20260101002715100000005000 0000000000002756   
0601FRA0N       20260101002720100000005000 0000000000002757   
0601FRA0N       20260101002725100000005000 0000000000002758   
0601FRA0N       20260101002730100000005000 0000000000002759   
0601FRA0N       20260101002735100000005000 0000000000002761   
0601FRA0N       20260101002740100000005000 0000000000002761   
0601FRA0N       20260101002745100000005000 0000000000002762   
0601FRA0N       20260101002750100000005000 0000000000002764   
0601FRA0N       20260101002755100000005000 0000000000002765   
0601FRA0N       20260101002760100000005000 0000000000002765   
0601FRA0N       20260101002765100000005000 0000000000002766   
0601FRA0N       20260101002770100000005000 0000000000002768   
0601FRA0N       20260101002775100000005000 0000000000002769   
0601FRA0N       20260101002780100000005000 0000000000002769   
0601FRA0N       20260101002785100000005000 0000000000002771   
0601FRA0N       20260101002790100000005000 0000000000002772   
0601FRA0N       20260101002795100000005000 0000000000002772   
0601FRA0N       20260101002800100000005000 0000000000002774   
0601FRA0N       20260101002805100000005000 0000000000002775   
0601FRA0N       20260101002810100000005000 0000000000002776   
0601FRA0N       20260101002815100000005000 0000000000002776   
0601FRA0N       20260101002820100000005000 0000000000002778   
0601FRA0N       20260101002825100000005000 0000000000002779   
0601FRA0N       20260101002830100000005000 0000000000002779   
0601FRA0N       20260101002835100000005000 0000000000002781   
0601FRA0N       20260101002840100000005000 0000000000002782   
0601FRA0N       20260101002845100000005000 0000000000002783   
0601FRA0N       20260101002850100000005000 0000000000002783   
0601FRA0N       20260101002855100000005000 0000000000002785   
0601FRA0N       20260101002860100000005000 0000000000002786   
0601FRA0N       20260101002865100000005000 0000000000002786   
0601FRA0N       20260101002870100000005000 0000000000002788   
0601FRA0N       20260101002875100000005000 0000000000002789   
0601FRA0N       20260101002880100000005000 0000000000002789   
0601FRA0N       20260101002885100000005000 0000000000002790   
0601FRA0N       20260101002890100000005000 0000000000002792   
0601FRA0N       20260101002895100000005000 0000000000002792   
0601FRA0N       20260101002900100000005000 0000000000002793   
0601FRA0N       20260101002905100000005000 0000000000002795   
0601FRA0N       20260101002910100000005000 0000000000002795   
0601FRA0N       20260101002915100000005000 0000000000002796   
0601FRA0N       20260101002920100000005000 0000000000002797   
0601FRA0N       20260101002925100000005000 0000000000002798   
0601FRA0N       20260101002930100000005000 0000000000002799   
0601FRA0N       20260101002935100000005000 0000000000002799   
0601FRA0N       20260101002940100000005000 0000000000002801   
0601FRA0N       20260101002945100000005000 0000000000002802   
0601FRA0N       20260101002950100000005000 0000000000002802   
0601FRA0N       20260101002955100000005000 0000000000002803   
0601FRA0N       20260101002960100000005000 0000000000002805   
0601FRA0N       20260101002965100000005000 0000000000002805   
0601FRA0N       20260101002970100000005000 0000000000002806   
0601FRA0N       20260101002975100000005000 0000000000002807   
0601FRA0N       20260101002980100000005000 0000000000002808   
0601FRA0N       20260101002985100000005000 0000000000002809   
0601FRA0N       20260101002990100000005000 0000000000002810   
0601FRA0N       20260101002995100000005000 0000000000002811   
0601FRA0N       20260101003000100000005000 0000000000002811   
0601FRA0N       20260101003005100000005000 0000000000002812   
0601FRA0N       20260101003010100000005000 0000000000002814   
0601FRA0N       20260101003015100000005000 0000000000002814   
0601FRA0N       20260101003020100000005000 0000000000002815   
0601FRA0N       20260101003025100000005000 0000000000002816   
0601FRA0N       20260101003030100000005000 0000000000002817   
0601FRA0N       20260101003035100000005000 0000000000002818   
0601FRA0N       20260101003040100000005000 0000000000002818   
0601FRA0N       20260101003045100000005000 0000000000002820   
0601FRA0N       20260101003050100000005000 0000000000002820   
0601FRA0N       20260101003055100000005000 0000000000002821   
0601FRA0N       20260101003060100000005000 0000000000002822   
0601FRA0N       20260101003065100000005000 0000000000002823   
0601FRA0N       20260101003070100000005000 0000000000002823   
0601FRA0N       20260101003075100000005000 0000000000002825   
0601FRA0N       20260101003080100000005000 0000000000002826   
0601FRA0N       20260101003085100000005000 0000000000002826   
0601FRA0N       20260101003090100000005000 0000000000002827   
0601FRA0N       20260101003095100000005000 0000000000002828   
0601FRA0N       20260101003100100000005000 0000000000002829   
0601FRA0N       20260101003105100000005000 0000000000002829   
0601FRA0N       20260101003110100000005000 0000000000002831   
0601FRA0N       20260101003115100000005000 0000000000002831   
0601FRA0N       20260101003120100000005000 0000000000002832   
0601FRA0N       20260101003125100000005000 0000000000002833   
0601FRA0N       20260101003130100000005000 0000000000002834   
0601FRA0N       20260101003135100000005000 0000000000002834   
0601FRA0N       20260101003140100000005000 0000000000002835   
0601FRA0N       20260101003145100000005000 0000000000002836   
0601FRA0N       20260101003150100000005000 0000000000002837   
0601FRA0N       20260101003155100000005000 0000000000002838   
0601FRA0N       20260101003160100000005000 0000000000002838   
0601FRA0N       20260101003165100000005000 0000000000002840   
0601FRA0N       20260101003170100000005000 0000000000002840   
0601FRA0N       20260101003175100000005000 0000000000002841   
0601FRA0N       20260101003180100000005000 0000000000002842   
0601FRA0N       20260101003185100000005000 0000000000002843   
0601FRA0N       20260101003190100000005000 0000000000002843   
0601FRA0N       20260101003195100000005000 0000000000002844   
0601FRA0N       20260101003200100000005000 0000000000002845   
0601FRA0N       20260101003205100000005000 0000000000002845   
0601FRA0N       20260101003210100000005000 0000000000002846   
0601FRA0N       20260101003215100000005000 0000000000002847   
0601FRA0N       20260101003220100000005000 0000000000002848   
0601FRA0N       20260101003225100000005000 0000000000002848   
0601FRA0N       20260101003230100000005000 0000000000002850   
0601FRA0N       20260101003235100000005000 0000000000002850   
0601FRA0N       20260101003240100000005000 0000000000002851   
0601FRA0N       20260101003245100000005000 0000000000002852   
0601FRA0N       20260101003250100000005000 0000000000002853   
0601FRA0N       20260101003255100000005000 0000000000002853   
0601FRA0N       20260101003260100000005000 0000000000002854   
0601FRA0N       20260101003265100000005000 0000000000002855   
0601FRA0N       20260101003270100000005000 0000000000002856   
0601FRA0N       20260101003275100000005000 0000000000002856   
0601FRA0N       20260101003280100000005000 0000000000002857   
0601FRA0N       20260101003285100000005000 0000000000002858   
0601FRA0N       20260101003290100000005000 0000000000002858   
0601FRA0N       20260101003295100000005000 0000000000002859   
0601FRA0N       20260101003300100000005000 0000000000002860   
0601FRA0N       20260101003305100000005000 0000000000002861   
0601FRA0N       20260101003310100000005000 0000000000002861   
0601FRA0N       20260101003315100000005000 0000000000002863   
0601FRA0N       20260101003320100000005000 0000000000002863   
0601FRA0N       20260101003325100000005000 0000000000002863   
0601FRA0N       20260101003330100000005000 0000000000002864   
0601FRA0N       20260101003335100000005000 0000000000002865   
0601FRA0N       20260101003340100000005000 0000000000002866   
0601FRA0N       20260101003345100000005000 0000000000002866   
0601FRA0N       20260101003350100000005000 0000000000002867   
0601FRA0N       20260101003355100000005000 0000000000002868   
0601FRA0N       20260101003360100000005000 0000000000002868   
0601FRA0N       20260101003365100000005000 0000000000002869   
0601FRA0N       20260101003370100000005000 0000000000002870   
0601FRA0N       20260101003375100000005000 0000000000002871   
0601FRA0N       20260101003380100000005000 0000000000002871   
0601FRA0N       20260101003385100000005000 0000000000002872   
0601FRA0N       20260101003390100000005000 0000000000002873   
0601FRA0N       20260101003395100000005000 0000000000002873   
0601FRA0N       20260101003400100000005000 0000000000002874   
0601FRA0N       20260101003405100000005000 0000000000002875   
0601FRA0N       20260101003410100000005000 0000000000002875   
0601FRA0N       20260101003415100000005000 0000000000002876   
0601FRA0N       20260101003420100000005000 0000000000002877   
0601FRA0N       20260101003425100000005000 0000000000002878   
0601FRA0N       20260101003430100000005000 0000000000002878   
0601FRA0N       20260101003435100000005000 0000000000002879   
0601FRA0N       20260101003440100000005000 0000000000002880   
0601FRA0N       20260101003445100000005000 0000000000002880   
0601FRA0N       20260101003450100000005000 0000000000002881   
0601FRA0N       20260101003455100000005000 0000000000002882   
0601FRA0N       20260101003460100000005000 0000000000002882   
0601FRA0N       20260101003465100000005000 0000000000002883   
0601FRA0N       20260101003470100000005000 0000000000002884   
0601FRA0N       20260101003475100000005000 0000000000002884   
0601FRA0N       20260101003480100000005000 0000000000002885   
0601FRA0N       20260101003485100000005000 0000000000002885   
0601FRA0N       20260101003490100000005000 0000000000002886   
0601FRA0N       20260101003495100000005000 0000000000002887   
0601FRA0N       20260101003500100000005000 0000000000002887   
0601FRA0N       20260101003505100000005000 0000000000002888   
