00JU               20251117                                                                                   
0601JUC8Y       20260101007635100000005000 0800000000003126   
0601JUC8Y       20260101007640100000005000 0800000000003126   
0601JUC8Y       20260101007645100000005000 0800000000003127   
0601JUC8Y       20260101007650100000005000 0800000000003127   
0601JUC8Y       20260101007655100000005000 0800000000003127   
0601JUC8Y       20260101007660100000005000 0800000000003128   
0601JUC8Y       20260101007665100000005000 0800000000003128   
0601JUC8Y       20260101007670100000005000 0800000000003129   
0601JUC8Y       20260101007675100000005000 0800000000003129   
0601JUC8Y       20260101007680100000005000 0800000000003129   
0601JUC8Y       20260101007685100000005000 0800000000003130   
0601JUC8Y       20260101007690100000005000 0800000000003130   
0601JUC8Y       20260101007695100000005000 0800000000003131   
0601JUC8Y       20260101007700100000005000 0800000000003131   
0601JUC8Y       20260101007705100000005000 0800000000003131   
0601JUC8Y       20260101007710100000005000 0800000000003132   
0601JUC8Y       20260101007715100000005000 0800000000003132   
0601JUC8Y       20260101007720100000005000 0800000000003132   
0601JUC8Y       20260101007725100000005000 0800000000003133   
0601JUC8Y       20260101007730100000005000 0800000000003133   
0601JUC8Y       20260101007735100000005000 0800000000003133   
0601JUC8Y       20260101007740100000005000 0800000000003134   
0601JUC8Y       20260101007745100000005000 0800000000003134   
0601JUC8Y       20260101007750100000005000 0800000000003134   
0601JUC8Y       20260101007755100000005000 0800000000003135   
0601JUC8Y       20260101007760100000005000 0800000000003135   
0601JUC8Y       20260101007765100000005000 0800000000003136   
0601JUC8Y       20260101007770100000005000 0800000000003136   
0601JUC8Y       20260101007775100000005000 0800000000003136   
0601JUC8Y       20260101007780100000005000 0800000000003137   
0601JUC8Y       20260101007785100000005000 0800000000003137   
0601JUC8Y       20260101007790100000005000 0800000000003137   
0601JUC8Y       20260101007795100000005000 0800000000003138   
0601JUC8Y       20260101007800100000005000 0800000000003138   
0601JUC8Y       20260101007805100000005000 0800000000003139   
0601JUC8Y       20260101007810100000005000 0800000000003139   
0601JUC8Y       20260101007815100000005000 0800000000003139   
0601JUC8Y       20260101007820100000005000 0800000000003140   
0601JUC8Y       20260101007825100000005000 0800000000003140   
0601JUC8Y       20260101007830100000005000 0800000000003140   
0601JUC8Y       20260101007835100000005000 0800000000003141   
0601JUC8Y       20260101007840100000005000 0800000000003141   
0601JUC8Y       20260101007845100000005000 0800000000003141   
0601JUC8Y       20260101007850100000005000 0800000000003142   
0601JUC8Y       20260101007855100000005000 0800000000003142   
0601JUC8Y       20260101007860100000005000 0800000000003142   
0601JUC8Y       20260101007865100000005000 0800000000003143   
0601JUC8Y       20260101007870100000005000 0800000000003143   
0601JUC8Y       20260101007875100000005000 0800000000003144   
0601JUC8Y       20260101007880100000005000 0800000000003144   
0601JUC8Y       20260101007885100000005000 0800000000003144   
0601JUC8Y       20260101007890100000005000 0800000000003144   
0601JUC8Y       20260101007895100000005000 0800000000003145   
0601JUC8Y       20260101007900100000005000 0800000000003145   
0601JUC8Y       20260101007905100000005000 0800000000003146   
0601JUC8Y       20260101007910100000005000 0800000000003146   
0601JUC8Y       20260101007915100000005000 0800000000003146   
0601JUC8Y       20260101007920100000005000 0800000000003147   
0601JUC8Y       20260101007925100000005000 0800000000003147   
0601JUC8Y       20260101007930100000005000 0800000000003147   
0601JUC8Y       20260101007935100000005000 0800000000003148   
0601JUC8Y       20260101007940100000005000 0800000000003148   
0601JUC8Y       20260101007945100000005000 0800000000003148   
0601JUC8Y       20260101007950100000005000 0800000000003149   
0601JUC8Y       20260101007955100000005000 0800000000003149   
0601JUC8Y       20260101007960100000005000 0800000000003149   
0601JUC8Y       20260101007965100000005000 0800000000003150   
0601JUC8Y       20260101007970100000005000 0800000000003150   
0601JUC8Y       20260101007975100000005000 0800000000003151   
0601JUC8Y       20260101007980100000005000 0800000000003151   
0601JUC8Y       20260101007985100000005000 0800000000003151   
0601JUC8Y       20260101007990100000005000 0800000000003152   
0601JUC8Y       20260101007995100000005000 0800000000003152   
0601JUC8Y       20260101008000100000005000 0800000000003152   
0601JUC8Y       20260101008005100000005000 0800000000003152   
0601JUC8Y       20260101008010100000005000 0800000000003153   
0601JUC8Y       20260101008015100000005000 0800000000003153   
0601JUC8Y       20260101008020100000005000 0800000000003154   
0601JUC8Y       20260101008025100000005000 0800000000003154   
0601JUC8Y       20260101008030100000005000 0800000000003154   
0601JUC8Y       20260101008035100000005000 0800000000003155   
0601JUC8Y       20260101008040100000005000 0800000000003155   
0601JUC8Y       20260101008045100000005000 0800000000003155   
0601JUC8Y       20260101008050100000005000 0800000000003156   
0601JUC8Y       20260101008055100000005000 0800000000003156   
0601JUC8Y       20260101008060100000005000 0800000000003156   
0601JUC8Y       20260101008065100000005000 0800000000003156   
0601JUC8Y       20260101008070100000005000 0800000000003157   
0601JUC8Y       20260101008075100000005000 0800000000003157   
0601JUC8Y       20260101008080100000005000 0800000000003158   
0601JUC8Y       20260101008085100000005000 0800000000003158   
0601JUC8Y       20260101008090100000005000 0800000000003158   
0601JUC8Y       20260101008095100000005000 0800000000003159   
0601JUC8Y       20260101008100100000005000 0800000000003159   
0601JUC8Y       20260101008105100000005000 0800000000003159   
0601JUC8Y       20260101008110100000005000 0800000000003160   
0601JUC8Y       20260101008115100000005000 0800000000003160   
0601JUC8Y       20260101008120100000005000 0800000000003160   
0601JUC8Y       20260101008125100000005000 0800000000003161   
0601JUC8Y       20260101008130100000005000 0800000000003161   
0601JUC8Y       20260101008135100000005000 0800000000003161   
0601JUC8Y       20260101008140100000005000 0800000000003162   
0601JUC8Y       20260101008145100000005000 0800000000003162   
0601JUC8Y       20260101008150100000005000 0800000000003162   
0601JUC8Y       20260101008155100000005000 0800000000003163   
0601JUC8Y       20260101008160100000005000 0800000000003163   
0601JUC8Y       20260101008165100000005000 0800000000003163   
0601JUC8Y       20260101008170100000005000 0800000000003164   
0601JUC8Y       20260101008175100000005000 0800000000003164   
0601JUC8Y       20260101008180100000005000 0800000000003164   
0601JUC8Y       20260101008185100000005000 0800000000003165   
0601JUC8Y       20260101008190100000005000 0800000000003165   
0601JUC8Y       20260101008195100000005000 0800000000003165   
0601JUC8Y       20260101008200100000005000 0800000000003166   
0601JUC8Y       20260101008205100000005000 0800000000003166   
0601JUC8Y       20260101008210100000005000 0800000000003166   
0601JUC8Y       20260101008215100000005000 0800000000003166   
0601JUC8Y       20260101008220100000005000 0800000000003167   
0601JUC8Y       20260101008225100000005000 0800000000003167   
0601JUC8Y       20260101008230100000005000 0800000000003168   
0601JUC8Y       20260101008235100000005000 0800000000003168   
0601JUC8Y       20260101008240100000005000 0800000000003168   
0601JUC8Y       20260101008245100000005000 0800000000003168   
0601JUC8Y       20260101008250100000005000 0800000000003169   
0601JUC8Y       20260101008255100000005000 0800000000003169   
0601JUC8Y       20260101008260100000005000 0800000000003170   
0601JUC8Y       20260101008265100000005000 0800000000003170   
0601JUC8Y       20260101008270100000005000 0800000000003170   
0601JUC8Y       20260101008275100000005000 0800000000003170   
0601JUC8Y       20260101008280100000005000 0800000000003171   
0601JUC8Y       20260101008285100000005000 0800000000003171   
0601JUC8Y       20260101008290100000005000 0800000000003171   
0601JUC8Y       20260101008295100000005000 0800000000003172   
0601JUC8Y       20260101008300100000005000 0800000000003172   
0601JUC8Y       20260101008305100000005000 0800000000003172   
0601JUC8Y       20260101008310100000005000 0800000000003173   
0601JUC8Y       20260101008315100000005000 0800000000003173   
0601JUC8Y       20260101008320100000005000 0800000000003173   
0601JUC8Y       20260101008325100000005000 0800000000003174   
0601JUC8Y       20260101008330100000005000 0800000000003174   
0601JUC8Y       20260101008335100000005000 0800000000003174   
0601JUC8Y       20260101008340100000005000 0800000000003175   
0601JUC8Y       20260101008345100000005000 0800000000003175   
0601JUC8Y       20260101008350100000005000 0800000000003175   
0601JUC8Y       20260101008355100000005000 0800000000003176   
0601JUC8Y       20260101008360100000005000 0800000000003176   
0601JUC8Y       20260101008365100000005000 0800000000003176   
0601JUC8Y       20260101008370100000005000 0800000000003176   
0601JUC8Y       20260101008375100000005000 0800000000003177   
0601JUC8Y       20260101008380100000005000 0800000000003177   
0601JUC8Y       20260101008385100000005000 0800000000003177   
0601JUC8Y       20260101008390100000005000 0800000000003178   
0601JUC8Y       20260101008395100000005000 0800000000003178   
0601JUC8Y       20260101008400100000005000 0800000000003178   
0601JUC8Y       20260101008405100000005000 0800000000003179   
0601JUC8Y       20260101008410100000005000 0800000000003179   
0601JUC8Y       20260101008415100000005000 0800000000003179   
0601JUC8Y       20260101008420100000005000 0800000000003180   
0601JUC8Y       20260101008425100000005000 0800000000003180   
0601JUC8Y       20260101008430100000005000 0800000000003180   
0601JUC8Y       20260101008435100000005000 0800000000003181   
0601JUC8Y       20260101008440100000005000 0800000000003181   
0601JUC8Y       20260101008445100000005000 0800000000003181   
0601JUC8Y       20260101008450100000005000 0800000000003182   
0601JUC8Y       20260101008455100000005000 0800000000003182   
0601JUC8Y       20260101008460100000005000 0800000000003182   
0601JUC8Y       20260101008465100000005000 0800000000003182   
0601JUC8Y       20260101008470100000005000 0800000000003183   
0601JUC8Y       20260101008475100000005000 0800000000003183   
0601JUC8Y       20260101008480100000005000 0800000000003183   
0601JUC8Y       20260101008485100000005000 0800000000003183   
0601JUC8Y       20260101008490100000005000 0800000000003184   
0601JUC8Y       20260101008495100000005000 0800000000003184   
0601JUC8Y       20260101008500100000005000 0800000000003184   
0601JUC8Y       20260101008505100000005000 0800000000003185   
0601JUC8Y       20260101008510100000005000 0800000000003185   
0601JUC8Y       20260101008515100000005000 0800000000003185   
0601JUC8Y       20260101008520100000005000 0800000000003186   
0601JUC8Y       20260101008525100000005000 0800000000003186   
0601JUC8Y       20260101008530100000005000 0800000000003186   
0601JUC8Y       20260101008535100000005000 0800000000003187   
0601JUC8Y       20260101008540100000005000 0800000000003187   
0601JUC8Y       20260101008545100000005000 0800000000003187   
0601JUC8Y       20260101008550100000005000 0800000000003188   
0601JUC8Y       20260101008555100000005000 0800000000003188   
0601JUC8Y       20260101008560100000005000 0800000000003188   
0601JUC8Y       20260101008565100000005000 0800000000003188   
0601JUC8Y       20260101008570100000005000 0800000000003189   
0601JUC8Y       20260101008575100000005000 0800000000003189   
0601JUC8Y       20260101008580100000005000 0800000000003189   
0601JUC8Y       20260101008585100000005000 0800000000003190   
0601JUC8Y       20260101008590100000005000 0800000000003190   
0601JUC8Y       20260101008595100000005000 0800000000003190   
0601JUC8Y       20260101008600100000005000 0800000000003191   
0601JUC8Y       20260101008605100000005000 0800000000003191   
0601JUC8Y       20260101008610100000005000 0800000000003191   
0601JUC8Y       20260101008615100000005000 0800000000003191   
0601JUC8Y       20260101008620100000005000 0800000000003192   
0601JUC8Y       20260101008625100000005000 0800000000003192   
0601JUC8Y       20260101008630100000005000 0800000000003192   
0601JUC8Y       20260101008635100000005000 0800000000003193   
0601JUC8Y       20260101008640100000005000 0800000000003193   
0601JUC8Y       20260101008645100000005000 0800000000003193   
0601JUC8Y       20260101008650100000005000 0800000000003193   
0601JUC8Y       20260101008655100000005000 0800000000003194   
0601JUC8Y       20260101008660100000005000 0800000000003194   
0601JUC8Y       20260101008665100000005000 0800000000003194   
0601JUC8Y       20260101008670100000005000 0800000000003195   
0601JUC8Y       20260101008675100000005000 0800000000003195   
0601JUC8Y       20260101008680100000005000 0800000000003195   
0601JUC8Y       20260101008685100000005000 0800000000003195   
0601JUC8Y       20260101008690100000005000 0800000000003196   
0601JUC8Y       20260101008695100000005000 0800000000003196   
0601JUC8Y       20260101008700100000005000 0800000000003196   
0601JUC8Y       20260101008705100000005000 0800000000003197   
0601JUC8Y       20260101008710100000005000 0800000000003197   
0601JUC8Y       20260101008715100000005000 0800000000003197   
0601JUC8Y       20260101008720100000005000 0800000000003198   
0601JUC8Y       20260101008725100000005000 0800000000003198   
0601JUC8Y       20260101008730100000005000 0800000000003198   
0601JUC8Y       20260101008735100000005000 0800000000003199   
0601JUC8Y       20260101008740100000005000 0800000000003199   
0601JUC8Y       20260101008745100000005000 0800000000003199   
0601JUC8Y       20260101008750100000005000 0800000000003199   
0601JUC8Y       20260101008755100000005000 0800000000003200   
0601JUC8Y       20260101008760100000005000 0800000000003200   
0601JUC8Y       20260101008765100000005000 0800000000003200   
0601JUC8Y       20260101008770100000005000 0800000000003200   
0601JUC8Y       20260101008775100000005000 0800000000003201   
0601JUC8Y       20260101008780100000005000 0800000000003201   
0601JUC8Y       20260101008785100000005000 0800000000003201   
0601JUC8Y       20260101008790100000005000 0800000000003201   
0601JUC8Y       20260101008795100000005000 0800000000003202   
0601JUC8Y       20260101008800100000005000 0800000000003202   
0601JUC8Y       20260101008805100000005000 0800000000003202   
0601JUC8Y       20260101008810100000005000 0800000000003203   
0601JUC8Y       20260101008815100000005000 0800000000003203   
0601JUC8Y       20260101008820100000005000 0800000000003203   
0601JUC8Y       20260101008825100000005000 0800000000003203   
0601JUC8Y       20260101008830100000005000 0800000000003204   
0601JUC8Y       20260101008835100000005000 0800000000003204   
0601JUC8Y       20260101008840100000005000 0800000000003204   
0601JUC8Y       20260101008845100000005000 0800000000003205   
0601JUC8Y       20260101008850100000005000 0800000000003205   
0601JUC8Y       20260101008855100000005000 0800000000003205   
0601JUC8Y       20260101008860100000005000 0800000000003206   
0601JUC8Y       20260101008865100000005000 0800000000003206   
0601JUC8Y       20260101008870100000005000 0800000000003206   
0601JUC8Y       20260101008875100000005000 0800000000003206   
0601JUC8Y       20260101008880100000005000 0800000000003207   
0601JUC8Y       20260101008885100000005000 0800000000003207   
0601JUC8Y       20260101008890100000005000 0800000000003207   
0601JUC8Y       20260101008895100000005000 0800000000003207   
0601JUC8Y       20260101008900100000005000 0800000000003208   
0601JUC8Y       20260101008905100000005000 0800000000003208   
0601JUC8Y       20260101008910100000005000 0800000000003208   
0601JUC8Y       20260101008915100000005000 0800000000003209   
0601JUC8Y       20260101008920100000005000 0800000000003209   
0601JUC8Y       20260101008925100000005000 0800000000003209   
0601JUC8Y       20260101008930100000005000 0800000000003209   
0601JUC8Y       20260101008935100000005000 0800000000003210   
0601JUC8Y       20260101008940100000005000 0800000000003210   
0601JUC8Y       20260101008945100000005000 0800000000003210   
0601JUC8Y       20260101008950100000005000 0800000000003211   
0601JUC8Y       20260101008955100000005000 0800000000003211   
0601JUC8Y       20260101008960100000005000 0800000000003211   
0601JUC8Y       20260101008965100000005000 0800000000003211   
0601JUC8Y       20260101008970100000005000 0800000000003212   
0601JUC8Y       20260101008975100000005000 0800000000003212   
0601JUC8Y       20260101008980100000005000 0800000000003212   
0601JUC8Y       20260101008985100000005000 0800000000003212   
0601JUC8Y       20260101008990100000005000 0800000000003213   
0601JUC8Y       20260101008995100000005000 0800000000003213   
0601JUC8Y       20260101009000100000005000 0800000000003213   
0601JUC8Y       20260101009005100000005000 0800000000003214   
0601JUC8Y       20260101009010100000005000 0800000000003214   
0601JUC8Y       20260101009015100000005000 0800000000003214   
0601JUC8Y       20260101009020100000005000 0800000000003214   
0601JUC8Y       20260101009025100000005000 0800000000003215   
0601JUC8Y       20260101009030100000005000 0800000000003215   
0601JUC8Y       20260101009035100000005000 0800000000003215   
0601JUC8Y       20260101009040100000005000 0800000000003216   
0601JUC8Y       20260101009045100000005000 0800000000003216   
0601JUC8Y       20260101009050100000005000 0800000000003216   
0601JUC8Y       20260101009055100000005000 0800000000003216   
0601JUC8Y       20260101009060100000005000 0800000000003217   
0601JUC8Y       20260101009065100000005000 0800000000003217   
0601JUC8Y       20260101009070100000005000 0800000000003217   
0601JUC8Y       20260101009075100000005000 0800000000003217   
0601JUC8Y       20260101009080100000005000 0800000000003218   
0601JUC8Y       20260101009085100000005000 0800000000003218   
0601JUC8Y       20260101009090100000005000 0800000000003218   
0601JUC8Y       20260101009095100000005000 0800000000003218   
0601JUC8Y       20260101009100100000005000 0800000000003219   
0601JUC8Y       20260101009105100000005000 0800000000003219   
0601JUC8Y       20260101009110100000005000 0800000000003219   
0601JUC8Y       20260101009115100000005000 0800000000003220   
0601JUC8Y       20260101009120100000005000 0800000000003220   
0601JUC8Y       20260101009125100000005000 0800000000003220   
0601JUC8Y       20260101009130100000005000 0800000000003220   
0601JUC8Y       20260101009135100000005000 0800000000003221   
0601JUC8Y       20260101009140100000005000 0800000000003221   
0601JUC8Y       20260101009145100000005000 0800000000003221   
0601JUC8Y       20260101009150100000005000 0800000000003221   
0601JUC8Y       20260101009155100000005000 0800000000003222   
0601JUC8Y       20260101009160100000005000 0800000000003222   
0601JUC8Y       20260101009165100000005000 0800000000003222   
0601JUC8Y       20260101009170100000005000 0800000000003222   
0601JUC8Y       20260101009175100000005000 0800000000003223   
0601JUC8Y       20260101009180100000005000 0800000000003223   
0601JUC8Y       20260101009185100000005000 0800000000003223   
0601JUC8Y       20260101009190100000005000 0800000000003223   
0601JUC8Y       20260101009195100000005000 0800000000003224   
0601JUC8Y       20260101009200100000005000 0800000000003224   
0601JUC8Y       20260101009205100000005000 0800000000003224   
0601JUC8Y       20260101009210100000005000 0800000000003224   
0601JUC8Y       20260101009215100000005000 0800000000003225   
0601JUC8Y       20260101009220100000005000 0800000000003225   
0601JUC8Y       20260101009225100000005000 0800000000003225   
0601JUC8Y       20260101009230100000005000 0800000000003226   
0601JUC8Y       20260101009235100000005000 0800000000003226   
0601JUC8Y       20260101009240100000005000 0800000000003226   
0601JUC8Y       20260101009245100000005000 0800000000003226   
0601JUC8Y       20260101009250100000005000 0800000000003227   
0601JUC8Y       20260101009255100000005000 0800000000003227   
0601JUC8Y       20260101009260100000005000 0800000000003227   
0601JUC8Y       20260101009265100000005000 0800000000003227   
0601JUC8Y       20260101009270100000005000 0800000000003228   
0601JUC8Y       20260101009275100000005000 0800000000003228   
0601JUC8Y       20260101009280100000005000 0800000000003228   
0601JUC8Y       20260101009285100000005000 0800000000003228   
0601JUC8Y       20260101009290100000005000 0800000000003229   
0601JUC8Y       20260101009295100000005000 0800000000003229   
0601JUC8Y       20260101009300100000005000 0800000000003229   
0601JUC8Y       20260101009305100000005000 0800000000003229   
0601JUC8Y       20260101009310100000005000 0800000000003229   
0601JUC8Y       20260101009315100000005000 0800000000003230   
0601JUC8Y       20260101009320100000005000 0800000000003230   
0601JUC8Y       20260101009325100000005000 0800000000003230   
0601JUC8Y       20260101009330100000005000 0800000000003230   
0601JUC8Y       20260101009335100000005000 0800000000003230   
0601JUC8Y       20260101009340100000005000 0800000000003230   
0601JUC8Y       20260101009345100000005000 0800000000003231   
0601JUC8Y       20260101009350100000005000 0800000000003231   
0601JUC8Y       20260101009355100000005000 0800000000003231   
0601JUC8Y       20260101009360100000005000 0800000000003231   
0601JUC8Y       20260101009365100000005000 0800000000003231   
0601JUC8Y       20260101009370100000005000 0800000000003232   
0601JUC8Y       20260101009375100000005000 0800000000003232   
0601JUC8Y       20260101009380100000005000 0800000000003232   
0601JUC8Y       20260101009385100000005000 0800000000003232   
0601JUC8Y       20260101009390100000005000 0800000000003232   
0601JUC8Y       20260101009395100000005000 0800000000003232   
0601JUC8Y       20260101009400100000005000 0800000000003233   
0601JUC8Y       20260101009405100000005000 0800000000003233   
0601JUC8Y       20260101009410100000005000 0800000000003233   
0601JUC8Y       20260101009415100000005000 0800000000003233   
0601JUC8Y       20260101009420100000005000 0800000000003233   
0601JUC8Y       20260101009425100000005000 0800000000003234   
0601JUC8Y       20260101009430100000005000 0800000000003234   
0601JUC8Y       20260101009435100000005000 0800000000003234   
0601JUC8Y       20260101009440100000005000 0800000000003234   
0601JUC8Y       20260101009445100000005000 0800000000003234   
0601JUC8Y       20260101009450100000005000 0800000000003234   
0601JUC8Y       20260101009455100000005000 0800000000003235   
0601JUC8Y       20260101009460100000005000 0800000000003235   
0601JUC8Y       20260101009465100000005000 0800000000003235   
0601JUC8Y       20260101009470100000005000 0800000000003235   
0601JUC8Y       20260101009475100000005000 0800000000003235   
0601JUC8Y       20260101009480100000005000 0800000000003236   
0601JUC8Y       20260101009485100000005000 0800000000003236   
0601JUC8Y       20260101009490100000005000 0800000000003236   
0601JUC8Y       20260101009495100000005000 0800000000003236   
0601JUC8Y       20260101009500100000005000 0800000000003236   
0601JUC8Y       20260101009505100000005000 0800000000003236   
0601JUC8Y       20260101009510100000005000 0800000000003237   
0601JUC8Y       20260101009515100000005000 0800000000003237   
0601JUC8Y       20260101009520100000005000 0800000000003237   
0601JUC8Y       20260101009525100000005000 0800000000003237   
0601JUC8Y       20260101009530100000005000 0800000000003237   
0601JUC8Y       20260101009535100000005000 0800000000003238   
0601JUC8Y       20260101009540100000005000 0800000000003238   
0601JUC8Y       20260101009545100000005000 0800000000003238   
0601JUC8Y       20260101009550100000005000 0800000000003238   
0601JUC8Y       20260101009555100000005000 0800000000003238   
0601JUC8Y       20260101009560100000005000 0800000000003238   
0601JUC8Y       20260101009565100000005000 0800000000003239   
0601JUC8Y       20260101009570100000005000 0800000000003239   
0601JUC8Y       20260101009575100000005000 0800000000003239   
0601JUC8Y       20260101009580100000005000 0800000000003239   
0601JUC8Y       20260101009585100000005000 0800000000003239   
0601JUC8Y       20260101009590100000005000 0800000000003239   
0601JUC8Y       20260101009595100000005000 0800000000003240   
0601JUC8Y       20260101009600100000005000 0800000000003240   
0601JUC8Y       20260101009605100000005000 0800000000003240   
0601JUC8Y       20260101009610100000005000 0800000000003240   
0601JUC8Y       20260101009615100000005000 0800000000003240   
0601JUC8Y       20260101009620100000005000 0800000000003240   
0601JUC8Y       20260101009625100000005000 0800000000003241   
0601JUC8Y       20260101009630100000005000 0800000000003241   
0601JUC8Y       20260101009635100000005000 0800000000003241   
0601JUC8Y       20260101009640100000005000 0800000000003241   
0601JUC8Y       20260101009645100000005000 0800000000003241   
0601JUC8Y       20260101009650100000005000 0800000000003242   
0601JUC8Y       20260101009655100000005000 0800000000003242   
0601JUC8Y       20260101009660100000005000 0800000000003242   
0601JUC8Y       20260101009665100000005000 0800000000003242   
0601JUC8Y       20260101009670100000005000 0800000000003242   
0601JUC8Y       20260101009675100000005000 0800000000003242   
0601JUC8Y       20260101009680100000005000 0800000000003243   
0601JUC8Y       20260101009685100000005000 0800000000003243   
0601JUC8Y       20260101009690100000005000 0800000000003243   
0601JUC8Y       20260101009695100000005000 0800000000003243   
0601JUC8Y       20260101009700100000005000 0800000000003243   
0601JUC8Y       20260101009705100000005000 0800000000003243   
0601JUC8Y       20260101009710100000005000 0800000000003244   
0601JUC8Y       20260101009715100000005000 0800000000003244   
0601JUC8Y       20260101009720100000005000 0800000000003244   
0601JUC8Y       20260101009725100000005000 0800000000003244   
0601JUC8Y       20260101009730100000005000 0800000000003244   
0601JUC8Y       20260101009735100000005000 0800000000003244   
0601JUC8Y       20260101009740100000005000 0800000000003245   
0601JUC8Y       20260101009745100000005000 0800000000003245   
0601JUC8Y       20260101009750100000005000 0800000000003245   
0601JUC8Y       20260101009755100000005000 0800000000003245   
0601JUC8Y       20260101009760100000005000 0800000000003245   
0601JUC8Y       20260101009765100000005000 0800000000003246   
0601JUC8Y       20260101009770100000005000 0800000000003246   
0601JUC8Y       20260101009775100000005000 0800000000003246   
0601JUC8Y       20260101009780100000005000 0800000000003246   
0601JUC8Y       20260101009785100000005000 0800000000003246   
0601JUC8Y       20260101009790100000005000 0800000000003246   
0601JUC8Y       20260101009795100000005000 0800000000003246   
0601JUC8Y       20260101009800100000005000 0800000000003246   
0601JUC8Y       20260101009805100000005000 0800000000003247   
0601JUC8Y       20260101009810100000005000 0800000000003247   
0601JUC8Y       20260101009815100000005000 0800000000003247   
0601JUC8Y       20260101009820100000005000 0800000000003247   
0601JUC8Y       20260101009825100000005000 0800000000003247   
0601JUC8Y       20260101009830100000005000 0800000000003248   
0601JUC8Y       20260101009835100000005000 0800000000003248   
0601JUC8Y       20260101009840100000005000 0800000000003248   
0601JUC8Y       20260101009845100000005000 0800000000003248   
0601JUC8Y       20260101009850100000005000 0800000000003248   
0601JUC8Y       20260101009855100000005000 0800000000003248   
0601JUC8Y       20260101009860100000005000 0800000000003249   
0601JUC8Y       20260101009865100000005000 0800000000003249   
0601JUC8Y       20260101009870100000005000 0800000000003249   
0601JUC8Y       20260101009875100000005000 0800000000003249   
0601JUC8Y       20260101009880100000005000 0800000000003249   
0601JUC8Y       20260101009885100000005000 0800000000003249   
0601JUC8Y       20260101009890100000005000 0800000000003250   
0601JUC8Y       20260101009895100000005000 0800000000003250   
0601JUC8Y       20260101009900100000005000 0800000000003250   
0601JUC8Y       20260101009905100000005000 0800000000003250   
0601JUC8Y       20260101009910100000005000 0800000000003250   
0601JUC8Y       20260101009915100000005000 0800000000003250   
0601JUC8Y       20260101009920100000005000 0800000000003251   
0601JUC8Y       20260101009925100000005000 0800000000003251   
0601JUC8Y       20260101009930100000005000 0800000000003251   
0601JUC8Y       20260101009935100000005000 0800000000003251   
0601JUC8Y       20260101009940100000005000 0800000000003251   
0601JUC8Y       20260101009945100000005000 0800000000003251   
0601JUC8Y       20260101009950100000005000 0800000000003251   
0601JUC8Y       20260101009955100000005000 0800000000003252   
0601JUC8Y       20260101009960100000005000 0800000000003252   
0601JUC8Y       20260101009965100000005000 0800000000003252   
0601JUC8Y       20260101009970100000005000 0800000000003252   
0601JUC8Y       20260101009975100000005000 0800000000003252   
0601JUC8Y       20260101009980100000005000 0800000000003252   
0601JUC8Y       20260101009985100000005000 0800000000003253   
0601JUC8Y       20260101009990100000005000 0800000000003253   
0601JUC8Y       20260101009995100000005000 0800000000003253   
0601JUC8Y       20260101010000100000005000 0800000000003253   
0601JUC8Y       20260101010005100000005000 0800000000003253   
0601JUC8Y       20260101010010100000005000 0800000000003253   
0601JUC8Y       20260101010015100000005000 0800000000003254   
0601JUC8Y       20260101010020100000005000 0800000000003254   
0601JUC8Y       20260101010025100000005000 0800000000003254   
0601JUC8Y       20260101010030100000005000 0800000000003254   
0601JUC8Y       20260101010035100000005000 0800000000003254   
0601JUC8Y       20260101010040100000005000 0800000000003254   
0601JUC8Y       20260101010045100000005000 0800000000003255   
0601JUC8Y       20260101010050100000005000 0800000000003255   
0601JUC8Y       20260101010055100000005000 0800000000003255   
0601JUC8Y       20260101010060100000005000 0800000000003255   
0601JUC8Y       20260101010065100000005000 0800000000003255   
0601JUC8Y       20260101010070100000005000 0800000000003255   
0601JUC8Y       20260101010075100000005000 0800000000003256   
0601JUC8Y       20260101010080100000005000 0800000000003256   
0601JUC8Y       20260101010085100000005000 0800000000003256   
0601JUC8Y       20260101010090100000005000 0800000000003256   
0601JUC8Y       20260101010095100000005000 0800000000003256   
0601JUC8Y       20260101010100100000005000 0800000000003256   
0601JUC8Y       20260101010105100000005000 0800000000003256   
0601JUC8Y       20260101010110100000005000 0800000000003257   
0601JUC8Y       20260101010115100000005000 0800000000003257   
0601JUC8Y       20260101010120100000005000 0800000000003257   
0601JUC8Y       20260101010125100000005000 0800000000003257   
0601JUC8Y       20260101010130100000005000 0800000000003257   
0601JUC8Y       20260101010135100000005000 0800000000003257   
0601JUC8Y       20260101010140100000005000 0800000000003258   
0601JUC8Y       20260101010145100000005000 0800000000003258   
0601JUC8Y       20260101010150100000005000 0800000000003258   
0601JUC8Y       20260101010155100000005000 0800000000003258   
0601JUC8Y       20260101010160100000005000 0800000000003258   
0601JUC8Y       20260101010165100000005000 0800000000003258   
0601JUC8Y       20260101010170100000005000 0800000000003259   
0601JUC8Y       20260101010175100000005000 0800000000003259   
0601JUC8Y       20260101010180100000005000 0800000000003259   
0601JUC8Y       20260101010185100000005000 0800000000003259   
0601JUC8Y       20260101010190100000005000 0800000000003259   
0601JUC8Y       20260101010195100000005000 0800000000003259   
0601JUC8Y       20260101010200100000005000 0800000000003259   
0601JUC8Y       20260101010205100000005000 0800000000003260   
0601JUC8Y       20260101010210100000005000 0800000000003260   
0601JUC8Y       20260101010215100000005000 0800000000003260   
0601JUC8Y       20260101010220100000005000 0800000000003260   
